,sentiment,content
7101,1,aceconcierge glad got safe amp saw daughter enjoy time there
7102,1,catrionat yes yes is ima guna lol
7103,0,still white despite age sun
7104,1,great weekend glad sunny today
7105,1,wishing warped tour came london canada
7106,0,ran outta bathroom pass maybe mr french nice today
7107,1,http twitpic com wff got pretty sweet sticker refyousuck
7108,1,ok samcarterrules saw u joey thought u looked interesting like thing sanctuarysunday
7109,1,got home another wonderful night
7110,1,sex beach cosmo kamikaze captain america ahhh fun night still over
7111,0,surgery effin hurt
7112,1,mjcatz thanks let know print gallery would like work detail
7113,0,ready weekend sad office tomorrow morning
7114,1,delicatelyreal looool ana vote ag ele yeleni taqaod
7115,0,last class scott julie today going miss them bought bottle champagne congratulatory gift
7116,0,kurttheobald problem unfortunately think something sort own
7117,0,hookedonwinter picture make thristy everyday
7118,1,happy star war day every one may fourth you
7119,0,wholee aaron playing gig life aquatic party outside austin think mi tt bday party sadly
7120,1,buffalokid thanks feedback surreal life surreal oil
7121,0,sad discontinued sesame tofu salad trader joes
7122,1,here s euan stoweboyd evening drink thursday night london http twitpic com wrrp
7123,0,got back from ahem meal wa boring eat nonetheless
7124,1,amazing brand new pari neb broke go figure weekend look like getting another one next week sigh
7125,1,hanging school last day senior
7126,1,scalzi happy frickin birthday try bitter sharing day lovely wife mother there
7127,1,feeling happy despite amount work need today happy time
7128,1,finally back dinner party fun alice wine proposed we re getting married next week may th
7129,0,lrntoswim thx followfriday afraid remiss blip lately
7130,1,one all time favorite episode quote officeus http bit ly armj
7131,1,jonbongato haha interesting haha
7132,0,lilivonshtupp rather go matinee work still debating whether go co going alone fun haha
7133,0,ready go work now cannot bothered
7134,1,exocetau always champion league party ti awesome
7135,0,well thats then exam failed bsc gone
7136,1,always get really excited steal kiss ben harper come ipod great song love beat boxing beginning
7137,1,brokenromantic haha malamang one chef
7138,1,realhughjackman absolutely amazing wolverine sooo beautiful also amazing person look u
7139,1,sleep time big little lunch tomorrow olive garden
7140,1,debpenner deb looking forward exploring simple ology mark joyner back hour
7141,1,trswift yep meeeee awesome hahahha
7142,0,seen muffin two whole day
7143,1,got back footy thankgod eagle
7144,1,hanging kevin tomorrow go productive
7145,1,yay poker win sketchy student decided show today lawl
7146,0,mcfonalds roulette lose forgot mygrilled snack wrap
7147,1,jy looking forward mandarin album hope come singapore
7148,0,paid bill money
7149,1,still up thank praying ahahaha watching britney record school today good day
7150,1,zaragreen problem keep comin
7151,0,warhammer k space marine officially announced p luck pc gamers
7152,1,jonathanrknight awww sweetie hope mom wonderful mother s day
7153,1,sun waking up beautiful day
7154,0,listening joeymcintyrye s without love he tortured song make sad
7155,0,lauriedriscoll finish twilight did wish wasnt
7156,0,work bored mind
7157,0,deevazquez lol offering case guiness one her buy two stay let s start bidding war
7158,0,ended face face bear driving home evening sadly took wood hauled cameraphone
7159,0,damn raining
7160,1,pegel cape ya keliling kuil but totally awesome wa amazed temple culture ambience truly amazing thailand
7161,0,misscaseyb know mean rain suck
7162,0,dayna aka rowan could talking he s probably though
7163,0,columbus blue jackes may movieing anew city play thats sad news
7164,1,ahh sunshine deleted spam email day bbq sun wonderful
7165,1,enjoying quot gear war quot pc game really gooooood
7166,1,starbucks lovin
7167,0,gavinholt wish outside
7168,0,mind playing trick me or could be either way ish mind heavy sleepy
7169,0,dammit cant watch stadium music
7170,1,finally going home long night ready crash awesome dream
7171,0,well guess heading la weekend doubt get go p blog meet greet
7172,1,first sleep spending day mom since mother day all might even chinese
7173,0,thesvillenews http twitpic com kb sad day great guy enthusiastic teacher
7174,0,apparently degree kilkenny now comedy would great remedy boredom hell leave kilkenny
7175,1,paceyy yeah know thing would much easier way bored boy playing tekenen i can t spell it
7176,1,balmeras weekend quiet planning new website today research choosing hat coffee hat sound good though kettle
7177,1,quot dream better world coming quot someone could live word dude
7178,0,kelleyviolet suck thundering here getting ready shut down
7179,0,richardmadeley oh final msg review boardgame bookchaseï¿½ telly even get nice letter
7180,1,gps post prom
7181,1,idmoore enjoy day too prob see u top glyders pint me gotta drive straight back got dog stuff sunday
7182,1,nizhonipetphoto wannna go wanna go anywhere jersey
7183,0,food house sugar ant
7184,0,say quot we close quot mean quot come quot ffs people also rip polly
7185,1,thaboyophicial good eatin hey follow son pzy
7186,0,oh also here s clip new moon trailer can t watch cuz work http bit ly wxal
7187,1,fallenstar got that s following feel special
7188,1,jessums yup working recover anything though
7189,0,nooo ill must paracetamol nice weather today though
7190,0,aw zach feeling well hope get better babysitting canceled
7191,1,williamfdevault sent twitter invite poet friend hoping come poetize would love see poet poet
7192,1,got bunch present mail mama excited open birthday day
7193,1,hope coming piggy flu eye red neck longer hold heavy head time sleep sogni d oro all
7194,1,tatylicious hey chick going ja pick hot guy eat jerk pork festival well already hot guy
7195,0,work mad blocking site fun blocking facebook twitter amp youtube
7196,1,passed driver test drive oh wait turn till october
7197,1,sweetlilmzmia thanks song youï¿½re awesome sing along day
7198,0,jayceiinc im disgusted well baron spelling lesson homie haha quot effort quot quot team quot r u shwasty shloshed love
7199,0,feeling really dizzy soo good
7200,0,sickk tomorrow disaster get better
7201,1,getting ready go read pray go bed enjoy rest night
7202,1,jbcp separate desk computer side room short divider but thinking need extend ceiling
7203,0,rawrrgasmic dreary monday morning slept like crap give break
7204,0,ugh hungry scarfed lunch even thought take pic feastfriday
7205,0,leslie pearlman mow love mow
7206,1,lmao ummmm nothing
7207,0,danielradcliffe snitchsneeker photo cool but dang what s comment chest hair that s creepy
7208,1,missxmarisa scone afternoon great gonna make cupcake week wednesday
7209,0,ankurb english screwed overall percentage x xii probably adm test too shit happens
7210,0,wal mart orientation it s work seriously this suck
7211,1,safig lol wat vibe doin atlantic amp where s ur shirt twitter pic lol
7212,0,alexandergwhite daaammmnnnnn wish there
7213,0,brran really suck think might cry skipped anything important have comp getting disposable
7214,1,rliversidge great stuff can t wait hear it
7215,0,tryin fall asleep work
7216,0,exhausted hour work week
7217,1,going church morning happy momma day almost
7218,1,kat haaa awesome remember brother got given woody got upset cause got buzz got lmfao
7219,1,done positive affirmation back japanese yay bank holiday monday
7220,0,mouth hurt wish could cut head
7221,1,every mom mommy mother happy mother s day hope something special fun today
7222,1,tferthomas thank you
7223,1,ice skating last show part morning mozart awesome can t wait friday saturday love u
7224,1,beautiful stay inside
7225,1,dayteed cool linux
7226,1,codingvictim nice back
7227,1,caldjr yeh
7228,0,know neck jacked forced pay parking bc can t turn head parallel park free space
7229,1,sentimentalizzy lady water pure b remember enjoying film
7230,1,susiecheng need simple reminder thx
7231,0,jowork oh gon com back again and yo azz betta make vid yo prom boy
7232,0,spanish crap
7233,0,valholla that s sad kind mess getting weekend
7234,0,oh darn lost another follower
7235,1,hungrygirl that s bad movie s really pretty good scared away even people costume
7236,1,babyexpat commercial shoot tokyo much time play quick dirty
7237,1,tuffyr cute manly cute course reminds scion
7238,0,cried eye watching girl last period hahah
7239,1,xennyeh fuck yeah dude would ask wa already fucking know how re you
7240,1,indiepixie omg roach room first time ever apartment today hope patricia luck next
7241,0,phillyreds sad true
7242,1,alhamdulilah got accepted nafa
7243,0,uwbadgerkelly chip sale w o
7244,1,happy happy joy joy good enough
7245,1,rikmach yeah remember hug
7246,1,perfect show you enjoy
7247,0,wrote lyric new song exciting i slept full stomach worst feeling waking still feeling full euggh
7248,0,plan evening dinner shopping dress shirt watching up going bed plan saturday funeral friend
7249,0,think getting cold
7250,0,head hurt
7251,1,parentbynature lovely
7252,0,nanaimo day missing son already havent even left yet
7253,0,damn wish botcon everyone
7254,1,jasonbradbury addicted sociable
7255,0,babysitting dog they place
7256,1,oh happy day nice weather smiling happy baby icecream later
7257,0,gained lb wish could afford something top ramen job
7258,1,xoshattered missed you today greatest day ever im burnt shit lmfao nice tan ride hr lt
7259,0,scrapshoppeetsy rt heart past day etsy boo hoo totally
7260,1,vacation over looking forward next one
7261,0,thank google adsense payment aussie dollar strong
7262,1,got home another amazing night
7263,1,yehey summer exciteeeddd balme a a a a a alcohol
7264,0,demi super girl like french fan
7265,1,yum whole box cooky
7266,1,making margarita watch milk good time
7267,0,watermelon haha twitter hard though it
7268,1,slice pizza movie star trek shared hot fudge sundae sundae house saturday night date night
7269,0,arundo donax puppy freaking adorable want let go fuzzypuppy
7270,1,dw funny
7271,1,djclichedarknes good homemade flour tortilla age
7272,1,huhuhu still working get new client motion graphic
7273,1,really really ready
7274,1,saw new star trek movie good zachary quinto amazingggg
7275,0,can t fucking concentrate damn heat cooler job
7276,1,amazondotjon http twitpic com jcd whoaaaaaaaaaaa ryan see smile
7277,1,welsh lottie one favourite pastime weekend long weekend monday ice show w g daughter
7278,1,arielm happy happy birthday
7279,0,dreary bus ride home im rubbing eye least spend day school hr well spent
7280,0,laundry time lot it
7281,0,trying fix sister s ipod phoenix tomorrow morning am hopefully actually get play tournament stupid fence
7282,1,pink ur show r amazin keep x
7283,0,infobunny ouch realising sheltered upbringing wa
7284,1,latest saw animal collective oakland amazing now trying clean room
7285,1,recollecting jog a m almost perfect except unkown type hanging vehicle much mental noise mile jog
7286,1,takaki i yeah poor yao hope u fun looking lakers jerseyz haha enjoy ur time buddy
7287,0,wish didnt go work tonight
7288,0,phone stubborn think gene something
7289,0,sooooo dropped phone text tweet me currently banging face spike covered poison ivy infested wall
7290,0,want join live michigan
7291,0,hate watchn thing make sad n wana cry
7292,1,fixxatedstar aww thank soulmate haha
7293,0,jmorgan getting another one there s alfie
7294,0,eshsomajor dare u love making made email im stranger u never replied
7295,1,looking website working
7296,1,happy juddday
7297,1,rocknrollqueene loretta aston welcome twitter let know question would love help
7298,1,love rain im golfing
7299,1,starbucks
7300,0,filming carnival music video reminds cherry festival used go back home ahhh memory
7301,1,timdifford ohhh beautiful place hols go steady mead
7302,0,chocolovere feel way every day
7303,0,well glorious weekend bloody raining nice bh order then
7304,0,emo zaboo ok hurt abit thought good job rude people could understand x
7305,0,booo meanie victoria teasing piece cheese http twitpic com rt
7306,1,joined twitter hiya world
7307,1,water horse movie totally making want go scotland want water horse lol
7308,0,going miss reemer couple month tour
7309,0,rebeccanavarro banditta sorry back food calling name lol all good hi sorry said sooner lol
7310,1,yay dad agreed pay tuition equipment yipee till nxt jan tho
7311,1,iampritty oh outside glad see melt
7312,0,shaniquadenise sooo lucky fiance away w the marine corp haven t even seen yet
7313,1,super massive sandwich mom made last night ohh yummy btw happy mother s day mom
7314,0,erica know right
7315,0,car broke down time start looking getting another one thing another
7316,1,right need breakfast let s see make tweeting thinking bloke multitasking lol
7317,1,rosehwang good evening rose
7318,0,charlies roastbeef mostaza manejamos wtf
7319,1,staring sunshine office window
7320,1,david n wilson c mon like superpower explanation better lol
7321,1,last day last time visit parent unmarried woman http bit ly moqn
7322,0,sad christian lacroix file bankruptcy
7323,0,anothrstupidkid lucky bed ice cream sore couch cardboard
7324,1,go work tomorrow good time revision though
7325,0,bye bye edinburgh want leave
7326,0,hypernyck get ticket picking lookin slim soo prob
7327,1,think im becoming obsessed mgmt kid lt
7328,0,wish outside thats thing thats gonna kill work day everyday summer
7329,1,watching cavs
7330,1,ahh saved mowing lawn rain plenty time go kayaking blessed rain god
7331,1,awesome day zoo yesdy gettin ready church yay
7332,0,aweekes haha nope altho train back leeds booked hour early let change
7333,1,kinda done trying ugh oh well worth effort long day tomorrow night tweeter
7334,0,rumpelwald ne mus noch woche warten
7335,0,way shreveport forget bad thing brought life
7336,0,hub day parade of course cancelled castle show mid show
7337,0,got back nom nom s favourite restaurant haarlem sad miss eating there food incredible
7338,1,davidarchie ok david talk later great dayyyy ay ay ay ay
7339,0,want hang play can t fiddle faddle workload
7340,0,early wanna go back sleeep
7341,0,ughh none apps working phone hate
7342,0,yelyahwilliams alright really wish guy could ve done show tennessee now can t go one show
7343,0,moro end stay grandma bad shes ny ft laud a weddin florida fun miss home spike car lol
7344,0,wished didnt spend money last night
7345,1,free unlimited ringtones http tinyurl com freeringring usa awesome iphone
7346,1,think people would buy slap chop commercial like this http bit ly vqiuf
7347,1,webanime tbaggins thanks following me
7348,0,mummy cooking dinner missed everybody else ate feel lt d
7349,1,today first mother day little boy hope beautiful mother day
7350,1,washed clothing type xd woooo
7351,1,listening dashboard confessional amp counting day varsityfc concert may th ashgoz
7352,0,ceo inthemaking aw
7353,1,http twitpic com jaw frog who s attacking chelsey lol funny
7354,1,starting integrating twitter forexforums org look like great partnership welcome chat room tomorow day
7355,0,beer garden ipod friday night shame got work tomorrow
7356,1,nairtseuqe son one that s really nice know really good three dh late today
7357,0,suziebee yes dear opff bblr
7358,0,waiting aaron get town leave work booo
7359,0,charter pissing off rest internet access blog except fixed soon say see
7360,0,cat missing day freaking out
7361,1,http twitpic com ymw gonna miss guy much thanks making year senior school amazing
7362,0,feel like going toss cooky
7363,1,seems like everyone u watching x men now feel like started revolution feel nice
7364,0,interesting evening amongst homeless people venice beach last night wishing camera me model release
7365,0,gym myself fun
7366,0,bit tongue blood everywhere
7367,1,yay go taylor swift come australia again
7368,0,bye plurk muna back im done reading book http plurk com p rqc
7369,1,woo hoo party here gonna fun
7370,1,dannywood glad u could check u today keep touch
7371,1,think gonna rain
7372,0,gotta go going circus real circus britney s tour sadly
7373,0,chapter probably monday still need comment
7374,0,allergic hot wax
7375,1,can t take feeling away me lt going lay amp watch movie
7376,0,xoshayzers knoww thing samee lt
7377,1,jojowright http twitpic com wf ooh nice score jojo
7378,0,painful sound world cry someone love what s worse can t even hold say sorry
7379,0,ugh tired
7380,1,chearn thank make sure u read group description better understand project
7381,1,ccr harris way two ten hour real ale take
7382,0,swine flu temperature screening feel like criminal cold
7383,1,met one nerdiest server chili s today lol awesome favorite
7384,1,lar saw baby blue regal word quot slab quot written huge letter side hahaaaa
7385,1,sun shining
7386,1,back wingman great weekend
7387,0,aw wee lassie made cry tear streamin doon face lol thats wee shame x
7388,1,deversum good morning hazel caffeine shot
7389,0,citygirllife ready weekend see flash flood warning around here
7390,1,johncmayer haha humor make happy
7391,0,biffbarker ohhhhh miss brunch
7392,0,bgoldy sitting traffic trying escape campus feeling hellish
7393,0,feel like crap
7394,1,overall tonight s snl epic win
7395,0,melissajeanine ew sorry zach
7396,0,lozzyx noice realised exam week forgot whole week unit term thing
7397,0,ghostexecutive bummer going try make it commitment afraid got way next time hopefully
7398,0,shebababy rebroadcast last week pacquiao hatton fight plan night around it said much already
7399,1,snarkandboobs lol liked log ride reference think think ride wet get
7400,0,likewise buttahbrown better ask appreciate neglecting sir fresh
7401,0,steffisticated recorded sent people obviously meant get there didn t feel bad
7402,0,didnt get hug today
7403,1,cutest cat moment video http shrt st ce enjoy
7404,1,lovely day yesterday weather great stupid slapton
7405,1,back best party ever
7406,0,brittanytastic aww that s horrible xd
7407,0,lesliein said bummed missed it sigh want go california
7408,0,dont feel well got dentist appointment later
7409,1,sadknob ok happy hear feeling fine
7410,0,feeling rather peckish no dinner least hour wah
7411,0,weekend went way fast way work david archuleta tow
7412,0,decided can t stand guykawasaki s alltop spam longer
7413,0,sorry gpgmail
7414,1,jemambrose congrats highly doubt u ll buyer s remorse u ve wanted car while
7415,0,hoe none
7416,0,inlovewitharmy southridge moved week later cause swine flu think
7417,1,happy star war day me s ja ja binks ha crappy day outside though ah well make bit motivation revise
7418,0,empirebetty well tell marry like maybe that s stuck situation like
7419,0,hate getting put steroid face
7420,0,scarletty know suck master procrastinator guy much fun without
7421,1,skip school way often rather proud actually
7422,1,toasted baked bean sandwich red wine perfect sunday night dinner combination
7423,1,happy pill punching bag here ive never touched it covered brother s sweat u use u want hehe
7424,0,h themovie that s get writing halloween interview w danielle harris darn late contest
7425,1,sashairene hahaha oh man please come pomona would love see everyday instead like year
7426,1,sjsharksfan haha agree test dummy go say quot do whatever want quot always love it magic
7427,1,ernalicious raerosero thanks homskis like christmas
7428,1,dandineen uce pgce went leicester main degree though
7429,1,getting ready leave school wednesday
7430,0,concertjunkie quot i saaaaaaid quot haha kinda make sad though http bit ly ujua
7431,0,one random phone call ever god kill now
7432,1,kadambariyer thanks quick
7433,0,loved one leaving sunday sad
7434,0,one people wrong world blame people there great world living in shit
7435,1,kmore yeahhh thx figured
7436,1,heading xtra vision get part season csi miami baby
7437,1,noticed wellwood teeth tonight that s nice
7438,1,im nd aww thanks
7439,1,thanks much everyone came speakeasy last night hit wonderful see fun june awesome
7440,0,ugh beat stupid song get next rude
7441,1,donniewahlberg sound like great night glad successful
7442,1,georgiaprincez like enjoying hell it
7443,0,deviantlysweet neat hearing u kiddshow today wish
7444,1,woke up annnnd realised missed un uber sunny day score
7445,0,ever told absolutly hate writing email status pdates fine email much finality to
7446,1,watching snl awhh chris pine cutieee
7447,1,ate foot long subway like hour ago omg happy full ate since b fast happy li
7448,0,hip wide rock mario kart short bone structure year old boy
7449,0,getting back swing still sore surgery tired coffee time
7450,1,azmomofmanyhats rocknrod gailelaine sarahstanley good morning pretty outside today
7451,1,paris till friday
7452,0,ready
7453,0,tired sad
7454,0,mind sunshine walk you summer
7455,1,halden thank you
7456,0,scene slut am always shit
7457,0,iigghhtt fur geet it idc idk eh blah ugh blah idk hah um yah immboredddd ugh ill fuckitt
7458,1,missxmarisa hahaha massive compared others sweet scenie
7459,0,favorite shirt ruined death bleach fb
7460,1,new baby arrived yesterday fab baby boy kilo proud happy
7461,0,totally toni one day today also
7462,0,rose city siren uber cool last night wish could stayed longer
7463,1,happy starwarsday may th you everyone dxs paintball
7464,1,philosophy final today thank sportygirlie day now
7465,1,aprilllllx hey girlie
7466,0,damn sunburn hurting jack whitehall mmmmm
7467,1,andytaylorsonic yey holiday monday uk today chilled day
7468,1,csi printchick exactly thats first time saw reply jon never going again oh fun new phone
7469,0,trash repops getting tomorrow night suppose
7470,1,got new prom dress
7471,1,made best turtle ice cream pie everrrrr btw happy soon be mother day
7472,1,whitneyeve love new hairdo haha live ny too yeah really hott
7473,0,lame deland favorite people
7474,0,xkirstyxo basket case mine miss it going listen shit load
7475,0,tired but can t go bed yet
7476,0,miss mom quot may angel lead in quot
7477,1,interesting night defiance say least hey got guy doll free
7478,1,omg meant realhughjackman lt perfect wolverine sir hehe
7479,0,katieeeian missing devil wear prada sad
7480,0,geminianeyes didnt research traffic beautiful system twitter approx msg second mine grab msg sec
7481,1,yay go wyattt totally amazing im happy you yay
7482,1,fucked damn lucas czech republic beer taste like heaven bottle amazing
7483,1,cheergod yeah tell ha ha
7484,1,today fun lt meeting boardies acoustic set soo phenomenal
7485,0,realised able talk crazy cat sunday sad now
7486,1,raverjono good good could then o
7487,1,square will thanks
7488,1,hey let s follow other awesome
7489,1,always xtra cleaning b leaving da road springhill suite cafe yum
7490,0,finally friday still grounded till next thursday stereo life lt
7491,1,aliciawag hehe nz magical place earth
7492,1,vieirasboots fine thanks guy dont quake there
7493,1,work thanks dear neighboor also gave coffee needed it best
7494,1,tessneale suppose blog post could u email
7495,0,cold wish shelby say tattoo cuddle
7496,0,dannymasterson miss s show
7497,0,missin boo
7498,0,god can t asylum really never get anything cool
7499,1,finally plugged listen flashpoint http www kpfa org shoutout norabf missed segment chevron
7500,0,outta ofc til monday grand kinda bummed b c genuinely sick there s nuthin gt
7501,0,feeling sick oh well reckon people bus cursed me anyways nighty night all
7502,0,got home im effin sad
7503,0,world of max sadly no david tennant left particularly want job anyway
7504,0,outta shower bad justin spend night haha
7505,1,escapethestars ok reached tweet dreamland good sleep talk later
7506,0,yuki hime played latter part voodoo village part co op lost usual partner
7507,0,marley saddest movie ever never cry movie movie mad cry
7508,0,jasminecjones thinking thing love morning chat totally need live gether full time lol
7509,1,happy juddday everyone
7510,0,finally back stupid holiday missing fit bar men though
7511,0,jboo there today sadness
7512,0,mi corazonsito tiene frio weather suck
7513,0,kmaco probably bed depends aide today
7514,1,best purchase today yard sale large dog crate refrigerator office buy anything old
7515,1,terricook good evening terri missed lately hope life good you wonderful evening
7516,0,mannnn aint music working
7517,1,angryfaggot decaf tea late never coffee id fly around room justin timberlake hosted funny sketch w samberg
7518,0,yaseminx know hahah xd cha doin
7519,1,mmurray hearing song brighten someone s day always make grin
7520,0,pissed someone took wallet
7521,0,advice you dont pressure wash foot hurt worth it really want skin foot fyi ow
7522,1,wish nicky home
7523,1,oh monday also mean new american dad glad watched show funny make monday even better
7524,1,st place competition superior
7525,1,shanellelee oooooo no not glad hear incredible though still bookmarked try sometime
7526,0,think working eye drooping weird drug dont like cant wait tomorrow though
7527,1,really enjoying weekend soooo much hope u
7528,1,aimzsta hehehehe oh love purate english sooo much
7529,1,sarahnd nearly month exciting
7530,1,yeah made drawing today im getting flooded request portrait people
7531,1,watching shark boy lava girl disney channel hanging sarah jane micah amp rachel
7532,1,jason mraz looking electric guitar yay
7533,0,iamnauj can t wish sleeping gotta work less hour wait what re u up
7534,0,rarecandy wanna go car here
7535,0,enjoying nice couple dad brother bad never really see anymore
7536,0,kiwiikink vma s guess so also wanna go london june demi lovato concert one s going
7537,1,http twitpic com uq hotttt weather getting blackk start rain
7538,1,today lost
7539,1,tonight fun
7540,1,say happy mother s day mom http plurk com p stkr
7541,1,watched new t mobile advert youtube love quot hey jude quot
7542,0,sparklethots love birdy nest though already got u another kind
7543,1,well productive since am woohoo busy day lot do
7544,1,hey thanks follow wow exciting new tweet
7545,1,oh emm gee quebec day excited
7546,0,already c office people melt fighting air con fan help can t find budget
7547,0,rossmcw happy birthday let u know get old boy
7548,0,lookin ward work mz n gna b like day weatherwise itl b even worse xo
7549,0,gracious greta good box worth way that
7550,1,excited jam audition
7551,0,tired need another minute
7552,1,happy star war day may th via nige goth
7553,1,mcdonalds car http tinyurl com onoger
7554,1,played bit pool buddy going bed now work tomorrow
7555,1,tizzik thank you hope you
7556,0,bummed retrorewind contest state hawaii
7557,0,wishing could go town weekend
7558,1,hottvampchick excellent never know lmao
7559,0,sad http bit ly bjth love kelly lt
7560,1,realised follower yay xx
7561,0,nickkk suck
7562,1,lollipop great interview video favorite youtube
7563,1,doodleworld thx great day amp gonna long weekend excited yet missin tweeple badly
7564,0,feel super sick
7565,0,tooshie interesting people like never bored tooshers
7566,0,lt i gt waiting natie come online miss
7567,0,marsacademy hug you awwww i m sorry feeling sad e
7568,0,cecamy nto good
7569,0,rockin river me tonight
7570,1,seeing quite proto furries here think it acen
7571,1,themadmodel soooo happy back
7572,0,melissaar know agree with angered me sorry going postal
7573,0,pennynash scared daleks dw exhibition cardiff
7574,1,way st martin vacation week
7575,1,lostintheforest thanks remember sae make stuff
7576,1,jonas awesome watched groovy movie frankie weird lol
7577,1,omgdarleny hahaa awesomee
7578,1,what s good working double jasmin
7579,1,nine o clock sunday morning outside sat around table enjoying early ray sun reading twitter article sunday time
7580,0,heading fair
7581,1,want info ecomonday check http tinyurl com cpve amp follow ecomonday like followfriday green amp monday
7582,0,im mad cuz cant get picture work
7583,0,seagull hate im utterly depressed it miss him
7584,1,olorinlorien know snooker though nicolaherbert ate huge fan
7585,0,finished english final just one step closer end
7586,1,gabilicious hahaha probably sorry got thing around house and go jared s parent house
7587,0,sure real state market moving confused either hold go ahead plan
7588,0,xchristineannx aww sorry boy sick keep finger crossed tail lol stay well youself get better boy
7589,1,youngandfoodish thank saw comment chew aerobics really tickled
7590,0,selenagomez come back canada soon miss you
7591,1,reached bangalore gotta hunt room
7592,0,dredpiraterob poor thing come watch tv house lol
7593,1,baking experiment result delicious sweet rich almost sweet
7594,1,raining missed rain much grateful
7595,0,james buckley good mate sadly couldnt get pissed tonight fucking driving bad time
7596,1,got skyfire http get skyfire com firts impression look good little memory hungry ageing htc tytn
7597,1,heidiheartshugs that s cool well need help regarding that google friend plenty info that
7598,0,wow realized checked twitter since am saw to do list good news got lot done bad news don t know day went
7599,1,start new week ton new photo take edit yay
7600,1,robbywat minute thought said quot maggie extra eye growing quot yep space cadet sorry sweet girl
7601,0,ohhhbeka p wish coming tonight
7602,1,jenniferdodd town next week party get back happy early birthday
7603,1,morning prayer meeting amazing gift prayer completely buzzing morning christ alone hope found
7604,1,afish awwww jim jam good dodging meatball woo
7605,0,sashaminaj lol thing u gotta sometimes man smh lol
7606,1,mileycyrus think fun gotta hide defend enemy fun huh
7607,0,hate sick especially there s one pamper
7608,0,chloecazrhi thankyouu
7609,0,dbdc lol hate happens hyped know it lunch sound nice hope nice time
7610,1,great weekend good mood even mind work morning
7611,0,im tired responsabilities wish kid seems everyone around money anymore
7612,1,mshollywooddiva hahahaha watching too miss ocean
7613,1,best night while
7614,1,sentimentalizzy yeah hope so excited
7615,0,spoke class dreaded ch bio test
7616,0,taking brother airport gym
7617,0,so doing eating cracker yummy unsalted one course salt caviar
7618,0,cold
7619,1,yourboyh thank broooooooo twitter loop today
7620,0,where s enthusiasm meeeee
7621,0,irkengir no result salary decrease
7622,1,cool lil night berrie s eat pizza waitin noelpresident
7623,1,surprisingly good day time sleep hopefully sweet dream await
7624,0,nisher yeah yeah heck anyway sastch year bail lack expense
7625,1,like catep already new follower join midst zombie mayhem
7626,0,sorry delay publishing week show technical difficulty encoding asap may saturday
7627,1,eating dillybar dq yuuum
7628,1,starting internship today pretty excited
7629,0,malcolmmillion nah understand cant cancel wanted come
7630,0,diana music im always blunt feeling never seems good
7631,0,tuaw case one gave head up at amp t put iphone app account management mywireless love see review
7632,1,laninicole yeh yeh would switch cingular friend t mobile free minute yo
7633,1,rush start true franchise online mode dynasty huge madden online league much
7634,0,school going absolutely horrible today peace out
7635,0,rather beatweetup instead taking cue vromans shutting down wirechairs annacarollo reprezent zent
7636,0,xxpat not school wouldnt suck time
7637,1,okay yesterday good went food shopping cooked chicken taco bakes cooky back work
7638,1,miketattoos lol oh man un twit something haha mean lean mean fighting machine sooo can t believe called out
7639,0,rckstar gotta that sad
7640,0,convinced always wanted you signal give off damn think lost another friend
7641,0,miss much heart aching without bub http is gd jai
7642,0,jjooss think wish could give tear blood make feel better
7643,0,lyrically me would me
7644,0,ronenk jewlicious guy nothing free life shidduch money
7645,1,imeldalaura woodchipper amp gonna top weekend nicely
7646,0,lunch break s over going back work
7647,1,lossing power house alone fucckinggg cool party cakss
7648,1,finally way home
7649,0,supernatural http twitpic com k hhaha wanna cry
7650,0,book read movie watch n stuff buy i m bored
7651,0,humbush nothing perfect life darn it
7652,1,said til later enjoy day everyone
7653,0,mikekang super sad bart etc holding up
7654,1,marimcfly morning happy juddday
7655,1,can t wait see set goal leeds lot website work today
7656,1,megfrancesca really best night ever
7657,1,peacefullvegan love pd fucking good wanted try something new i give star meh
7658,1,coebooth got hour ago yet
7659,0,jonathanrknight understands long hour
7660,0,thelastdoctor creepy first really grow like him cried like baby tosh died
7661,1,perezrevenge aww ya showing u mum proud kid let everyone know
7662,0,melissapan awe yeah fun revising others get distracted easier gt lt yeah tired revising history
7663,0,sitting work watching clock moving fast enough
7664,1,we d man way yes time wake real lol
7665,1,happy mother s day wonderful woman there great relaxful day
7666,0,realaudreykitch seriously kill bath now shower cubicle miss bubble bath
7667,0,got finished watching marley me cried like fucking baby i m missing beast like crazy
7668,1,know quot extra hand quot comment would cause trouble upload house music beyond vol
7669,0,okibi ah found weird screen name name war jazz
7670,0,good day house
7671,0,kiso omg feel bad wa good
7672,1,sooo readyyy summerr babyyyy
7673,1,wish could choose band played trash june th hmmm
7674,1,time great yakuza horror theatre wish luck
7675,0,last day maui
7676,1,watch jay leno tonite last day tonight show host
7677,1,thanks ksatnews doublepunching update tonight vote
7678,1,aaauuuggghhh n out check mcdonald s check haha next hot cheetos
7679,1,purelynarcotic ohh twpp falling silent waiting track ur u version next time maybe btw sunny california sound good
7680,1,cup tea cold tasting really good
7681,1,giogadi hey luis thanks flash prof s code thank that cough
7682,0,listening hey zulu red n meth sux work right
7683,0,bummer missed taylor swift today show plan day
7684,1,dh finished making giant trio candy bar thank heaven work mate treat tomorrow
7685,1,jodiontheweb hilarious hope saw crosby douche shirt picked wore bc it
